id_representation;id_spectacle;nom_spectacle;jour_representation;heure_representation;horraire_representation;id_cat_representation;date_representation;id_salle;nom_salle
R412;S011;PINOCCHIO CRÉATURE;mercredi;18h30;mercredi 18h30;CH001;2025-12-31;SCST;Studio-Théâtre
R413;S011;PINOCCHIO CRÉATURE;vendredi;18h30;vendredi 18h30;CH001;2026-01-02;SCST;Studio-Théâtre
R414;S011;PINOCCHIO CRÉATURE;samedi;18h30;samedi 18h30;CH001;2026-01-03;SCST;Studio-Théâtre
R415;S011;PINOCCHIO CRÉATURE;dimanche;18h30;dimanche 18h30;CH001;2026-01-04;SCST;Studio-Théâtre
R416;S012;POUR EN FINIR AVEC LE FOOTBALL;mercredi;20h30;mercredi 20h30;CH002;2025-11-26;SCST;Studio-Théâtre
R417;S012;POUR EN FINIR AVEC LE FOOTBALL;jeudi;20h30;jeudi 20h30;CH002;2025-11-27;SCST;Studio-Théâtre
R418;S012;POUR EN FINIR AVEC LE FOOTBALL;vendredi;20h30;vendredi 20h30;CH003;2025-11-28;SCST;Studio-Théâtre
R419;S012;POUR EN FINIR AVEC LE FOOTBALL;samedi;15h00;samedi 15h00;CH001;2025-11-29;SCST;Studio-Théâtre
R420;S012;POUR EN FINIR AVEC LE FOOTBALL;dimanche;15h00;dimanche 15h00;CH001;2025-11-30;SCST;Studio-Théâtre
R421;S012;POUR EN FINIR AVEC LE FOOTBALL;mercredi;20h30;mercredi 20h30;CH002;2025-12-03;SCST;Studio-Théâtre
R422;S012;POUR EN FINIR AVEC LE FOOTBALL;jeudi;20h30;jeudi 20h30;CH002;2025-12-04;SCST;Studio-Théâtre
R423;S012;POUR EN FINIR AVEC LE FOOTBALL;vendredi;20h30;vendredi 20h30;CH003;2025-12-05;SCST;Studio-Théâtre
R424;S012;POUR EN FINIR AVEC LE FOOTBALL;samedi;15h00;samedi 15h00;CH001;2025-12-06;SCST;Studio-Théâtre
R425;S012;POUR EN FINIR AVEC LE FOOTBALL;dimanche;15h00;dimanche 15h00;CH001;2025-12-07;SCST;Studio-Théâtre
R426;S012;POUR EN FINIR AVEC LE FOOTBALL;mercredi;20h30;mercredi 20h30;CH002;2025-12-10;SCST;Studio-Théâtre
R427;S012;POUR EN FINIR AVEC LE FOOTBALL;jeudi;20h30;jeudi 20h30;CH002;2025-12-11;SCST;Studio-Théâtre
R428;S012;POUR EN FINIR AVEC LE FOOTBALL;vendredi;20h30;vendredi 20h30;CH003;2025-12-12;SCST;Studio-Théâtre
R429;S012;POUR EN FINIR AVEC LE FOOTBALL;samedi;15h00;samedi 15h00;CH001;2025-12-13;SCST;Studio-Théâtre
R430;S012;POUR EN FINIR AVEC LE FOOTBALL;dimanche;15h00;dimanche 15h00;CH001;2025-12-14;SCST;Studio-Théâtre
R431;S013;BESTIOLES;jeudi;18h30;jeudi 18h30;CH001;2026-01-22;SCST;Studio-Théâtre
R432;S013;BESTIOLES;vendredi;18h30;vendredi 18h30;CH001;2026-01-23;SCST;Studio-Théâtre
R433;S013;BESTIOLES;samedi;18h30;samedi 18h30;CH001;2026-01-24;SCST;Studio-Théâtre
R434;S013;BESTIOLES;dimanche;18h30;dimanche 18h30;CH001;2026-01-25;SCST;Studio-Théâtre
R435;S013;BESTIOLES;mercredi;18h30;mercredi 18h30;CH001;2026-01-28;SCST;Studio-Théâtre
R436;S013;BESTIOLES;jeudi;18h30;jeudi 18h30;CH001;2026-01-29;SCST;Studio-Théâtre
R437;S013;BESTIOLES;vendredi;18h30;vendredi 18h30;CH001;2026-01-30;SCST;Studio-Théâtre
R438;S013;BESTIOLES;samedi;18h30;samedi 18h30;CH001;2026-01-31;SCST;Studio-Théâtre
R439;S013;BESTIOLES;dimanche;18h30;dimanche 18h30;CH001;2026-02-01;SCST;Studio-Théâtre
R440;S013;BESTIOLES;mercredi;18h30;mercredi 18h30;CH001;2026-02-04;SCST;Studio-Théâtre
R441;S013;BESTIOLES;jeudi;18h30;jeudi 18h30;CH001;2026-02-04;SCST;Studio-Théâtre
R442;S013;BESTIOLES;vendredi;18h30;vendredi 18h30;CH001;2026-02-05;SCST;Studio-Théâtre
R443;S013;BESTIOLES;samedi;18h30;samedi 18h30;CH001;2026-02-06;SCST;Studio-Théâtre
R444;S013;BESTIOLES;dimanche;18h30;dimanche 18h30;CH001;2026-02-08;SCST;Studio-Théâtre
R445;S013;BESTIOLES;mercredi;18h30;mercredi 18h30;CH001;2026-02-08;SCST;Studio-Théâtre
R446;S013;BESTIOLES;jeudi;18h30;jeudi 18h30;CH001;2026-02-11;SCST;Studio-Théâtre
R447;S013;BESTIOLES;vendredi;18h30;vendredi 18h30;CH001;2026-02-12;SCST;Studio-Théâtre
R448;S013;BESTIOLES;samedi;18h30;samedi 18h30;CH001;2026-02-12;SCST;Studio-Théâtre
R449;S013;BESTIOLES;dimanche;18h30;dimanche 18h30;CH001;2026-02-14;SCST;Studio-Théâtre
R450;S013;BESTIOLES;mercredi;18h30;mercredi 18h30;CH001;2026-02-14;SCST;Studio-Théâtre
R451;S013;BESTIOLES;jeudi;18h30;jeudi 18h30;CH001;2026-02-15;SCST;Studio-Théâtre
R452;S013;BESTIOLES;vendredi;18h30;vendredi 18h30;CH001;2026-02-18;SCST;Studio-Théâtre
R453;S013;BESTIOLES;samedi;18h30;samedi 18h30;CH001;2026-02-19;SCST;Studio-Théâtre
R454;S013;BESTIOLES;dimanche;18h30;dimanche 18h30;CH001;2026-02-20;SCST;Studio-Théâtre
R455;S013;BESTIOLES;mercredi;18h30;mercredi 18h30;CH001;2026-02-21;SCST;Studio-Théâtre
R456;S013;BESTIOLES;jeudi;18h30;jeudi 18h30;CH001;2026-02-22;SCST;Studio-Théâtre
R457;S013;BESTIOLES;vendredi;18h30;vendredi 18h30;CH001;2026-02-25;SCST;Studio-Théâtre
R458;S013;BESTIOLES;samedi;18h30;samedi 18h30;CH001;2026-02-26;SCST;Studio-Théâtre
R459;S013;BESTIOLES;dimanche;18h30;dimanche 18h30;CH001;2026-02-27;SCST;Studio-Théâtre
R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;mercredi;20h30;mercredi 20h30;CH002;2026-07-09;SCST;Studio-Théâtre
R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;jeudi;20h30;jeudi 20h30;CH002;2026-07-09;SCST;Studio-Théâtre
R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;vendredi;20h30;vendredi 20h30;CH003;2026-07-09;SCST;Studio-Théâtre
R463;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;samedi;15h;samedi 15h;CH001;2026-07-10;SCST;Studio-Théâtre
R464;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;dimanche;15h;dimanche 15h;CH001;2026-07-10;SCST;Studio-Théâtre
R465;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;mercredi;20h30;mercredi 20h30;CH002;2026-07-10;SCST;Studio-Théâtre
R466;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;jeudi;20h30;jeudi 20h30;CH002;2026-07-11;SCST;Studio-Théâtre
R467;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;vendredi;20h30;vendredi 20h30;CH003;2026-07-11;SCST;Studio-Théâtre
R468;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;samedi;15h;samedi 15h;CH001;2026-07-11;SCST;Studio-Théâtre
R469;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;dimanche;15h;dimanche 15h;CH001;2026-07-12;SCST;Studio-Théâtre
R470;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;mercredi;20h30;mercredi 20h30;CH002;2026-07-12;SCST;Studio-Théâtre
R471;S015;ART MAJEUR;jeudi;18h30;jeudi 18h30;CH001;2026-03-06;SCST;Studio-Théâtre
R472;S015;ART MAJEUR;vendredi;18h30;vendredi 18h30;CH001;2026-03-07;SCST;Studio-Théâtre
R473;S015;ART MAJEUR;samedi;18h30;samedi 18h30;CH001;2026-03-07;SCST;Studio-Théâtre
R474;S015;ART MAJEUR;dimanche;18h30;dimanche 18h30;CH001;2026-03-10;SCST;Studio-Théâtre
R475;S015;ART MAJEUR;mercredi;18h30;mercredi 18h30;CH001;2026-03-11;SCST;Studio-Théâtre
R476;S015;ART MAJEUR;jeudi;18h30;jeudi 18h30;CH001;2026-03-19;SCST;Studio-Théâtre
R477;S015;ART MAJEUR;vendredi;18h30;vendredi 18h30;CH001;2026-03-22;SCST;Studio-Théâtre
R478;S015;ART MAJEUR;samedi;18h30;samedi 18h30;CH001;2026-03-26;SCST;Studio-Théâtre
R479;S015;ART MAJEUR;dimanche;18h30;dimanche 18h30;CH001;2026-03-27;SCST;Studio-Théâtre
R480;S015;ART MAJEUR;mercredi;18h30;mercredi 18h30;CH001;2026-03-28;SCST;Studio-Théâtre
R481;S015;ART MAJEUR;jeudi;18h30;jeudi 18h30;CH001;2026-03-29;SCST;Studio-Théâtre
R482;S015;ART MAJEUR;mercredi;18h30;mercredi 18h30;CH001;2026-04-02;SCST;Studio-Théâtre
R483;S015;ART MAJEUR;jeudi;18h30;jeudi 18h30;CH001;2026-04-05;SCST;Studio-Théâtre
R484;S015;ART MAJEUR;vendredi;18h30;vendredi 18h30;CH001;2026-04-08;SCST;Studio-Théâtre
R485;S015;ART MAJEUR;samedi;18h30;samedi 18h30;CH001;2026-04-09;SCST;Studio-Théâtre
R486;S015;ART MAJEUR;dimanche;18h30;dimanche 18h30;CH001;2026-04-10;SCST;Studio-Théâtre
R487;S015;ART MAJEUR;mercredi;18h30;mercredi 18h30;CH001;2026-04-11;SCST;Studio-Théâtre
R488;S015;ART MAJEUR;jeudi;18h30;jeudi 18h30;CH001;2026-04-12;SCST;Studio-Théâtre
R489;S015;ART MAJEUR;vendredi;18h30;vendredi 18h30;CH001;2026-04-15;SCST;Studio-Théâtre
R490;S015;ART MAJEUR;samedi;18h30;samedi 18h30;CH001;2026-04-16;SCST;Studio-Théâtre
R491;S015;ART MAJEUR;dimanche;18h30;dimanche 18h30;CH001;2026-04-17;SCST;Studio-Théâtre
R492;S015;ART MAJEUR;mercredi;18h30;mercredi 18h30;CH001;2026-04-18;SCST;Studio-Théâtre
R493;S015;ART MAJEUR;jeudi;18h30;jeudi 18h30;CH001;2026-04-19;SCST;Studio-Théâtre
R494;S015;ART MAJEUR;vendredi;18h30;vendredi 18h30;CH001;2026-04-21;SCST;Studio-Théâtre
R495;S015;ART MAJEUR;samedi;18h30;samedi 18h30;CH001;2026-04-23;SCST;Studio-Théâtre
R496;S015;ART MAJEUR;dimanche;18h30;dimanche 18h30;CH001;2026-04-24;SCST;Studio-Théâtre
R497;S015;ART MAJEUR;mercredi;18h30;mercredi 18h30;CH001;2026-04-25;SCST;Studio-Théâtre
R498;S015;ART MAJEUR;jeudi;18h30;jeudi 18h30;CH001;2026-04-26;SCST;Studio-Théâtre
R499;S015;ART MAJEUR;samedi;18h00;samedi 18h00;CH001;2026-04-28;SCST;Studio-Théâtre
R500;S015;ART MAJEUR;dimanche;18h30;dimanche 18h30;CH001;2026-04-30;SCST;Studio-Théâtre
R501;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;mercredi;18h30;mercredi 18h30;CH001;2026-05-07;SCST;Studio-Théâtre
R502;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;jeudi;18h30;jeudi 18h30;CH001;2026-05-08;SCST;Studio-Théâtre
R503;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;vendredi;18h30;vendredi 18h30;CH001;2026-05-08;SCST;Studio-Théâtre
R504;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;samedi;18h30;samedi 18h30;CH001;2026-05-09;SCST;Studio-Théâtre
R505;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;dimanche;18h30;dimanche 18h30;CH001;2026-05-10;SCST;Studio-Théâtre
R506;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;mercredi;18h30;mercredi 18h30;CH001;2026-05-10;SCST;Studio-Théâtre
R507;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;jeudi;18h30;jeudi 18h30;CH001;2026-05-13;SCST;Studio-Théâtre
R508;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;vendredi;18h30;vendredi 18h30;CH001;2026-05-14;SCST;Studio-Théâtre
R509;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;samedi;18h30;samedi 18h30;CH001;2026-05-16;SCST;Studio-Théâtre
R510;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;dimanche;18h30;dimanche 18h30;CH001;2026-05-20;SCST;Studio-Théâtre
R511;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;mercredi;18h30;mercredi 18h30;CH001;2026-05-21;SCST;Studio-Théâtre
R512;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;jeudi;18h30;jeudi 18h30;CH001;2026-05-23;SCST;Studio-Théâtre
R513;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;vendredi;18h30;vendredi 18h30;CH001;2026-05-26;SCST;Studio-Théâtre
R514;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;samedi;18h30;samedi 18h30;CH001;2026-05-28;SCST;Studio-Théâtre
R515;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;dimanche;18h30;dimanche 18h30;CH001;2026-05-29;SCST;Studio-Théâtre
R516;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;mercredi;18h30;mercredi 18h30;CH001;2026-05-30;SCST;Studio-Théâtre
R517;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;jeudi;18h30;jeudi 18h30;CH001;2026-05-31;SCST;Studio-Théâtre
R518;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;vendredi;18h30;vendredi 18h30;CH001;2026-06-02;SCST;Studio-Théâtre
R519;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;samedi;18h30;samedi 18h30;CH001;2026-06-04;SCST;Studio-Théâtre
R520;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;dimanche;18h30;dimanche 18h30;CH001;2026-06-05;SCST;Studio-Théâtre
R521;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;mercredi;18h30;mercredi 18h30;CH001;2026-06-06;SCST;Studio-Théâtre
R522;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;jeudi;18h30;jeudi 18h30;CH001;2026-06-07;SCST;Studio-Théâtre
R523;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;vendredi;18h30;vendredi 18h30;CH001;2026-06-09;SCST;Studio-Théâtre
R524;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;samedi;18h30;samedi 18h30;CH001;2026-06-11;SCST;Studio-Théâtre
R525;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;dimanche;18h30;dimanche 18h30;CH001;2026-06-12;SCST;Studio-Théâtre
R526;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;mercredi;18h30;mercredi 18h30;CH001;2026-06-13;SCST;Studio-Théâtre
R527;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;jeudi;18h30;jeudi 18h30;CH001;2026-06-14;SCST;Studio-Théâtre
R528;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;vendredi;18h30;vendredi 18h30;CH001;2026-06-16;SCST;Studio-Théâtre
R529;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;samedi;18h30;samedi 18h30;CH001;2026-06-18;SCST;Studio-Théâtre
R530;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;dimanche;18h30;dimanche 18h30;CH001;2026-06-19;SCST;Studio-Théâtre
R531;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;mercredi;18h30;mercredi 18h30;CH001;2026-06-20;SCST;Studio-Théâtre
R532;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;jeudi;18h30;jeudi 18h30;CH001;2026-06-21;SCST;Studio-Théâtre
R533;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;vendredi;18h30;vendredi 18h30;CH001;2026-06-23;SCST;Studio-Théâtre
R534;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;samedi;18h30;samedi 18h30;CH001;2026-06-25;SCST;Studio-Théâtre
R535;S016;LUMIÈRES, LUMIÈRES, LUMIÈRES;dimanche;18h30;dimanche 18h30;CH001;2026-06-26;SCST;Studio-Théâtre
R536;S017;LE BOURGEOIS GENTILHOMME;samedi;20h30;samedi 20h30;CH003;2026-01-31;STSM;Théâtre de la Porte Saint-Martin
R537;S017;LE BOURGEOIS GENTILHOMME;dimanche;15h00;dimanche 15h00;CH001;2026-02-01;STSM;Théâtre de la Porte Saint-Martin
R538;S017;LE BOURGEOIS GENTILHOMME;mercredi;20h30;mercredi 20h30;CH002;2026-02-04;STSM;Théâtre de la Porte Saint-Martin
R539;S017;LE BOURGEOIS GENTILHOMME;jeudi;20h30;jeudi 20h30;CH002;2026-02-05;STSM;Théâtre de la Porte Saint-Martin
R540;S017;LE BOURGEOIS GENTILHOMME;vendredi;20h30;vendredi 20h30;CH003;2026-02-06;STSM;Théâtre de la Porte Saint-Martin
R541;S017;LE BOURGEOIS GENTILHOMME;samedi;20h30;samedi 20h30;CH003;2026-02-07;STSM;Théâtre de la Porte Saint-Martin
R542;S017;LE BOURGEOIS GENTILHOMME;dimanche;15h00;dimanche 15h00;CH001;2026-02-07;STSM;Théâtre de la Porte Saint-Martin
R543;S017;LE BOURGEOIS GENTILHOMME;mercredi;20h30;mercredi 20h30;CH002;2026-02-10;STSM;Théâtre de la Porte Saint-Martin
R544;S017;LE BOURGEOIS GENTILHOMME;jeudi;20h30;jeudi 20h30;CH002;2026-02-11;STSM;Théâtre de la Porte Saint-Martin
R545;S017;LE BOURGEOIS GENTILHOMME;vendredi;20h30;vendredi 20h30;CH003;2026-02-12;STSM;Théâtre de la Porte Saint-Martin
R546;S017;LE BOURGEOIS GENTILHOMME;samedi;20h30;samedi 20h30;CH003;2026-02-13;STSM;Théâtre de la Porte Saint-Martin
R547;S017;LE BOURGEOIS GENTILHOMME;dimanche;15h00;dimanche 15h00;CH001;2026-02-13;STSM;Théâtre de la Porte Saint-Martin
R548;S017;LE BOURGEOIS GENTILHOMME;mercredi;20h30;mercredi 20h30;CH002;2026-02-15;STSM;Théâtre de la Porte Saint-Martin
R549;S017;LE BOURGEOIS GENTILHOMME;jeudi;20h30;jeudi 20h30;CH002;2026-02-17;STSM;Théâtre de la Porte Saint-Martin
R550;S017;LE BOURGEOIS GENTILHOMME;vendredi;20h30;vendredi 20h30;CH003;2026-02-18;STSM;Théâtre de la Porte Saint-Martin
R551;S017;LE BOURGEOIS GENTILHOMME;samedi;20h30;samedi 20h30;CH003;2026-02-19;STSM;Théâtre de la Porte Saint-Martin
R552;S017;LE BOURGEOIS GENTILHOMME;dimanche;15h00;dimanche 15h00;CH001;2026-02-20;STSM;Théâtre de la Porte Saint-Martin
R553;S017;LE BOURGEOIS GENTILHOMME;mercredi;20h30;mercredi 20h30;CH002;2026-02-21;STSM;Théâtre de la Porte Saint-Martin
R554;S017;LE BOURGEOIS GENTILHOMME;jeudi;20h30;jeudi 20h30;CH002;2026-02-24;STSM;Théâtre de la Porte Saint-Martin
R555;S017;LE BOURGEOIS GENTILHOMME;vendredi;20h30;vendredi 20h30;CH003;2026-02-25;STSM;Théâtre de la Porte Saint-Martin
R556;S017;LE BOURGEOIS GENTILHOMME;samedi;20h30;samedi 20h30;CH003;2026-02-26;STSM;Théâtre de la Porte Saint-Martin
R557;S017;LE BOURGEOIS GENTILHOMME;dimanche;15h00;dimanche 15h00;CH001;2026-02-27;STSM;Théâtre de la Porte Saint-Martin
R558;S017;LE BOURGEOIS GENTILHOMME;mercredi;20h30;mercredi 20h30;CH002;2026-02-28;STSM;Théâtre de la Porte Saint-Martin
R559;S017;LE BOURGEOIS GENTILHOMME;jeudi;20h30;jeudi 20h30;CH002;2026-03-01;STSM;Théâtre de la Porte Saint-Martin
R560;S017;LE BOURGEOIS GENTILHOMME;vendredi;20h30;vendredi 20h30;CH003;2026-03-01;STSM;Théâtre de la Porte Saint-Martin
R561;S017;LE BOURGEOIS GENTILHOMME;samedi;20h30;samedi 20h30;CH003;2026-03-04;STSM;Théâtre de la Porte Saint-Martin
R562;S017;LE BOURGEOIS GENTILHOMME;dimanche;15h00;dimanche 15h00;CH001;2026-03-04;STSM;Théâtre de la Porte Saint-Martin
R563;S018;LE CID;jeudi;20h30;jeudi 20h30;CH002;2026-03-21;STSM;Théâtre de la Porte Saint-Martin
R564;S018;LE CID;vendredi;20h30;vendredi 20h30;CH003;2026-03-25;STSM;Théâtre de la Porte Saint-Martin
R565;S018;LE CID;samedi;20h30;samedi 20h30;CH003;2026-03-26;STSM;Théâtre de la Porte Saint-Martin
R566;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-03-26;STSM;Théâtre de la Porte Saint-Martin
R567;S018;LE CID;mercredi;20h30;mercredi 20h30;CH002;2026-03-29;STSM;Théâtre de la Porte Saint-Martin
R568;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-04-01;STSM;Théâtre de la Porte Saint-Martin
R569;S018;LE CID;mercredi;20h30;mercredi 20h30;CH002;2026-04-03;STSM;Théâtre de la Porte Saint-Martin
R570;S018;LE CID;jeudi;20h30;jeudi 20h30;CH002;2026-04-07;STSM;Théâtre de la Porte Saint-Martin
R571;S018;LE CID;vendredi;20h30;vendredi 20h30;CH003;2026-04-08;STSM;Théâtre de la Porte Saint-Martin
R572;S018;LE CID;samedi;20h30;samedi 20h30;CH003;2026-04-09;STSM;Théâtre de la Porte Saint-Martin
R573;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-04-10;STSM;Théâtre de la Porte Saint-Martin
R574;S018;LE CID;mercredi;20h30;mercredi 20h30;CH002;2026-04-12;STSM;Théâtre de la Porte Saint-Martin
R575;S018;LE CID;jeudi;20h30;jeudi 20h30;CH002;2026-04-14;STSM;Théâtre de la Porte Saint-Martin
R576;S018;LE CID;vendredi;20h30;vendredi 20h30;CH003;2026-04-15;STSM;Théâtre de la Porte Saint-Martin
R577;S018;LE CID;samedi;20h30;samedi 20h30;CH003;2026-04-16;STSM;Théâtre de la Porte Saint-Martin
R578;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-04-17;STSM;Théâtre de la Porte Saint-Martin
R579;S018;LE CID;mercredi;20h30;mercredi 20h30;CH002;2026-04-18;STSM;Théâtre de la Porte Saint-Martin
R580;S018;LE CID;jeudi;20h30;jeudi 20h30;CH002;2026-04-19;STSM;Théâtre de la Porte Saint-Martin
R581;S018;LE CID;vendredi;20h30;vendredi 20h30;CH003;2026-04-22;STSM;Théâtre de la Porte Saint-Martin
R582;S018;LE CID;samedi;20h30;samedi 20h30;CH003;2026-04-23;STSM;Théâtre de la Porte Saint-Martin
R583;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-04-23;STSM;Théâtre de la Porte Saint-Martin
R584;S018;LE CID;mardi;20h30;mardi 20h30;CH002;2026-04-25;STSM;Théâtre de la Porte Saint-Martin
R585;S018;LE CID;mercredi;20h30;mercredi 20h30;CH002;2026-04-25;STSM;Théâtre de la Porte Saint-Martin
R586;S018;LE CID;jeudi;20h30;jeudi 20h30;CH002;2026-04-26;STSM;Théâtre de la Porte Saint-Martin
R587;S018;LE CID;samedi;20h30;samedi 20h30;CH003;2026-04-29;STSM;Théâtre de la Porte Saint-Martin
R588;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-04-29;STSM;Théâtre de la Porte Saint-Martin
R589;S018;LE CID;mercredi;20h30;mercredi 20h30;CH002;2026-05-02;STSM;Théâtre de la Porte Saint-Martin
R590;S018;LE CID;jeudi;20h30;jeudi 20h30;CH002;2026-05-02;STSM;Théâtre de la Porte Saint-Martin
R591;S018;LE CID;vendredi;20h30;vendredi 20h30;CH003;2026-05-03;STSM;Théâtre de la Porte Saint-Martin
R592;S018;LE CID;samedi;20h30;samedi 20h30;CH003;2026-05-06;STSM;Théâtre de la Porte Saint-Martin
R593;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-05-06;STSM;Théâtre de la Porte Saint-Martin
R594;S018;LE CID;mercredi;20h30;mercredi 20h30;CH002;2026-05-07;STSM;Théâtre de la Porte Saint-Martin
R595;S018;LE CID;jeudi;20h30;jeudi 20h30;CH002;2026-05-08;STSM;Théâtre de la Porte Saint-Martin
R596;S018;LE CID;vendredi;20h30;vendredi 20h30;CH003;2026-05-09;STSM;Théâtre de la Porte Saint-Martin
R597;S018;LE CID;samedi;20h30;samedi 20h30;CH003;2026-05-09;STSM;Théâtre de la Porte Saint-Martin
R598;S018;LE CID;dimanche;15h00;dimanche 15h00;CH001;2026-05-10;STSM;Théâtre de la Porte Saint-Martin
R599;S019;LE MALADE IMAGINAIRE;mercredi;20h30;mercredi 20h30;CH002;2026-05-22;STSM;Théâtre de la Porte Saint-Martin
R600;S019;LE MALADE IMAGINAIRE;jeudi;20h30;jeudi 20h30;CH002;2026-05-24;STSM;Théâtre de la Porte Saint-Martin
R601;S019;LE MALADE IMAGINAIRE;vendredi;20h30;vendredi 20h30;CH003;2026-05-27;STSM;Théâtre de la Porte Saint-Martin
R602;S019;LE MALADE IMAGINAIRE;samedi;20h30;samedi 20h30;CH003;2026-05-28;STSM;Théâtre de la Porte Saint-Martin
R603;S019;LE MALADE IMAGINAIRE;dimanche;15h00;dimanche 15h00;CH001;2026-05-28;STSM;Théâtre de la Porte Saint-Martin
R604;S019;LE MALADE IMAGINAIRE;mercredi;20h30;mercredi 20h30;CH002;2026-05-30;STSM;Théâtre de la Porte Saint-Martin
R605;S019;LE MALADE IMAGINAIRE;jeudi;20h30;jeudi 20h30;CH002;2026-05-31;STSM;Théâtre de la Porte Saint-Martin
R606;S019;LE MALADE IMAGINAIRE;vendredi;20h30;vendredi 20h30;CH003;2026-06-03;STSM;Théâtre de la Porte Saint-Martin
R607;S019;LE MALADE IMAGINAIRE;samedi;20h30;samedi 20h30;CH003;2026-06-04;STSM;Théâtre de la Porte Saint-Martin
R608;S019;LE MALADE IMAGINAIRE;dimanche;15h00;dimanche 15h00;CH001;2026-06-04;STSM;Théâtre de la Porte Saint-Martin
R609;S019;LE MALADE IMAGINAIRE;mercredi;20h30;mercredi 20h30;CH002;2026-06-06;STSM;Théâtre de la Porte Saint-Martin
R610;S019;LE MALADE IMAGINAIRE;jeudi;20h30;jeudi 20h30;CH002;2026-06-07;STSM;Théâtre de la Porte Saint-Martin
R611;S019;LE MALADE IMAGINAIRE;vendredi;20h30;vendredi 20h30;CH003;2026-06-10;STSM;Théâtre de la Porte Saint-Martin
R612;S019;LE MALADE IMAGINAIRE;samedi;20h30;samedi 20h30;CH003;2026-06-11;STSM;Théâtre de la Porte Saint-Martin
R613;S019;LE MALADE IMAGINAIRE;dimanche;15h00;dimanche 15h00;CH001;2026-06-11;STSM;Théâtre de la Porte Saint-Martin
R614;S019;LE MALADE IMAGINAIRE;mercredi;20h30;mercredi 20h30;CH002;2026-06-13;STSM;Théâtre de la Porte Saint-Martin
R615;S019;LE MALADE IMAGINAIRE;jeudi;20h30;jeudi 20h30;CH002;2026-06-14;STSM;Théâtre de la Porte Saint-Martin
R616;S019;LE MALADE IMAGINAIRE;vendredi;20h30;vendredi 20h30;CH003;2026-06-17;STSM;Théâtre de la Porte Saint-Martin
R617;S019;LE MALADE IMAGINAIRE;samedi;20h30;samedi 20h30;CH003;2026-06-18;STSM;Théâtre de la Porte Saint-Martin
R618;S019;LE MALADE IMAGINAIRE;dimanche;15h00;dimanche 15h00;CH001;2026-06-18;STSM;Théâtre de la Porte Saint-Martin
